latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
43.600006,-79.6,NaN,-14400,America/Toronto,EDT

time,pm10 (μg/m³),pm2_5 (μg/m³),carbon_monoxide (μg/m³),nitrogen_dioxide (μg/m³),sulphur_dioxide (μg/m³)
2023-08-17T05:00,21.0,14.5,258.0,8.9,3.9
2023-08-17T06:00,20.2,14.0,265.0,9.4,4.2
2023-08-17T07:00,20.2,14.0,280.0,10.7,4.5
2023-08-17T08:00,20.5,14.2,298.0,13.5,4.8
2023-08-17T09:00,21.5,15.0,309.0,11.7,6.0
2023-08-17T10:00,21.9,15.2,324.0,9.3,7.7
2023-08-17T11:00,22.2,15.4,333.0,7.1,8.4
2023-08-17T12:00,22.6,15.7,329.0,5.5,7.3
2023-08-17T13:00,23.2,16.1,319.0,4.3,5.4
2023-08-17T14:00,22.1,15.3,309.0,3.6,4.0
2023-08-17T15:00,21.7,15.0,298.0,3.3,3.7
2023-08-17T16:00,22.4,15.4,288.0,3.6,3.9
2023-08-17T17:00,23.8,16.5,286.0,4.8,4.4
2023-08-17T18:00,25.7,17.8,303.0,8.1,5.5
2023-08-17T19:00,29.3,20.2,329.0,12.3,7.0
2023-08-17T20:00,17.8,12.4,360.0,17.2,7.8
2023-08-17T21:00,17.5,12.2,337.0,15.3,6.9
2023-08-17T22:00,18.9,13.2,305.0,12.6,5.5
2023-08-17T23:00,18.9,13.3,273.0,10.1,4.3
2023-08-18T00:00,16.6,11.7,239.0,8.1,3.3
2023-08-18T01:00,12.3,8.6,205.0,6.3,2.4
2023-08-18T02:00,8.8,6.2,192.0,4.9,1.8
2023-08-18T03:00,7.0,4.9,216.0,4.2,1.6
2023-08-18T04:00,6.9,4.9,260.0,3.9,1.7
2023-08-18T05:00,8.3,5.8,298.0,3.8,1.8
2023-08-18T06:00,9.3,6.6,319.0,4.1,1.8
2023-08-18T07:00,9.1,6.4,334.0,4.5,1.8
2023-08-18T08:00,3.2,2.3,316.0,4.3,1.7
2023-08-18T09:00,2.4,1.7,312.0,4.0,1.6
2023-08-18T10:00,1.7,1.2,306.0,3.7,1.5
2023-08-18T11:00,1.4,1.0,304.0,3.5,1.4
2023-08-18T12:00,1.6,1.1,310.0,3.6,1.5
2023-08-18T13:00,2.2,1.6,320.0,3.8,1.6
2023-08-18T14:00,3.3,2.3,325.0,3.9,1.7
2023-08-18T15:00,4.5,3.2,318.0,3.7,1.6
2023-08-18T16:00,5.0,3.5,306.0,3.4,1.4
2023-08-18T17:00,5.4,3.8,298.0,3.7,1.3
2023-08-18T18:00,6.0,4.2,299.0,5.4,1.5
2023-08-18T19:00,6.7,4.7,304.0,7.7,1.7
2023-08-18T20:00,7.1,4.9,303.0,9.4,2.0
2023-08-18T21:00,7.4,5.2,293.0,10.1,2.2
2023-08-18T22:00,8.1,5.6,277.0,10.2,2.4
2023-08-18T23:00,8.8,6.2,262.0,9.9,2.4
2023-08-19T00:00,9.4,6.6,248.0,9.0,2.2
2023-08-19T01:00,10.1,7.0,235.0,7.7,2.0
2023-08-19T02:00,10.9,7.6,227.0,6.5,1.8
2023-08-19T03:00,11.9,8.3,226.0,5.6,1.8
2023-08-19T04:00,13.0,9.1,230.0,4.9,1.8
2023-08-19T05:00,14.1,9.8,238.0,4.7,1.9
2023-08-19T06:00,15.3,10.7,250.0,5.4,2.1
2023-08-19T07:00,16.6,11.6,266.0,6.5,2.3
2023-08-19T08:00,18.5,12.9,279.0,7.3,2.5
2023-08-19T09:00,20.6,14.4,290.0,7.4,2.7
2023-08-19T10:00,22.6,15.8,299.0,7.0,3.0
2023-08-19T11:00,23.2,16.2,302.0,6.5,3.3
2023-08-19T12:00,21.4,14.9,294.0,5.6,3.6
2023-08-19T13:00,21.6,15.1,281.0,4.4,3.8
2023-08-19T14:00,22.7,15.8,274.0,3.7,4.5
2023-08-19T15:00,24.3,17.0,277.0,3.3,5.9
2023-08-19T16:00,25.8,18.0,287.0,3.3,7.6
2023-08-19T17:00,27.0,18.9,307.0,5.1,8.9
2023-08-19T18:00,28.9,20.1,345.0,10.3,9.4
2023-08-19T19:00,31.9,22.2,393.0,17.3,9.4
2023-08-19T20:00,32.6,22.8,428.0,22.3,9.2
2023-08-19T21:00,32.5,22.6,439.0,23.6,8.9
2023-08-19T22:00,32.7,22.8,436.0,22.8,8.4
2023-08-19T23:00,33.2,23.1,427.0,21.3,8.1
2023-08-20T00:00,34.0,23.7,411.0,19.0,8.0
2023-08-20T01:00,34.5,24.0,387.0,16.0,7.9
2023-08-20T02:00,35.3,24.6,364.0,13.3,8.1
2023-08-20T03:00,35.2,24.5,340.0,11.2,8.5
2023-08-20T04:00,32.8,22.9,317.0,9.4,9.2
2023-08-20T05:00,29.9,20.8,301.0,8.6,9.7
2023-08-20T06:00,27.8,19.4,298.0,9.6,10.0
2023-08-20T07:00,26.8,18.7,303.0,11.6,10.2
2023-08-20T08:00,27.8,19.4,311.0,12.9,10.7
2023-08-20T09:00,29.8,20.8,322.0,12.7,12.0
2023-08-20T10:00,30.6,21.4,335.0,11.7,13.7
2023-08-20T11:00,30.7,21.4,344.0,10.3,14.9
2023-08-20T12:00,32.9,22.9,343.0,8.3,15.2
2023-08-20T13:00,34.1,23.7,337.0,6.0,14.9
2023-08-20T14:00,34.0,23.6,333.0,4.6,14.4
2023-08-20T15:00,33.9,23.5,329.0,4.2,13.4
2023-08-20T16:00,32.5,22.6,326.0,4.7,12.2
2023-08-20T17:00,31.2,21.7,338.0,7.3,11.1
2023-08-20T18:00,34.0,23.6,381.0,14.2,10.6
2023-08-20T19:00,35.5,24.7,438.0,23.1,10.2
2023-08-20T20:00,36.3,25.3,474.0,28.6,9.8
2023-08-20T21:00,34.7,24.2,470.0,27.8,9.2
2023-08-20T22:00,32.8,22.9,446.0,23.5,8.4
2023-08-20T23:00,31.9,22.2,421.0,19.3,7.6
2023-08-21T00:00,30.0,20.9,403.0,15.9,6.7
2023-08-21T01:00,27.9,19.4,386.0,12.6,5.7
2023-08-21T02:00,25.1,17.5,370.0,9.9,4.8
2023-08-21T03:00,21.9,15.3,356.0,8.2,4.2
2023-08-21T04:00,19.0,13.3,343.0,7.2,3.7
2023-08-21T05:00,16.7,11.6,331.0,6.7,3.4
2023-08-21T06:00,13.9,9.7,319.0,6.7,3.3
2023-08-21T07:00,11.4,7.9,308.0,7.2,3.4
2023-08-21T08:00,9.8,6.9,297.0,7.5,3.5
2023-08-21T09:00,9.3,6.5,287.0,7.3,3.7
2023-08-21T10:00,9.2,6.4,278.0,6.8,3.9
2023-08-21T11:00,9.3,6.4,270.0,6.4,4.2
2023-08-21T12:00,9.3,6.5,263.0,5.9,4.5
2023-08-21T13:00,9.7,6.7,258.0,5.5,4.9
2023-08-21T14:00,9.9,6.9,254.0,5.2,5.2
2023-08-21T15:00,10.2,7.1,248.0,4.4,5.2
2023-08-21T16:00,10.4,7.3,244.0,3.9,5.2
2023-08-21T17:00,10.8,7.5,254.0,5.9,5.2
2023-08-21T18:00,11.2,7.8,291.0,13.0,5.4
2023-08-21T19:00,12.7,8.9,342.0,22.8,5.7
2023-08-21T20:00,15.7,10.9,377.0,29.8,6.0
2023-08-21T21:00,17.5,12.2,385.0,31.9,6.2
2023-08-21T22:00,15.8,11.0,377.0,31.3,6.3
2023-08-21T23:00,14.0,9.7,364.0,29.6,6.3
2023-08-22T00:00,12.6,8.8,346.0,26.7,6.0
2023-08-22T01:00,11.1,7.8,323.0,22.7,5.6
2023-08-22T02:00,10.1,7.1,302.0,19.2,5.3
2023-08-22T03:00,9.2,6.4,283.0,16.5,5.1
2023-08-22T04:00,8.2,5.7,265.0,14.3,4.9
2023-08-22T05:00,7.6,5.3,257.0,13.3,4.9
2023-08-22T06:00,7.2,5.1,265.0,14.3,4.9
2023-08-22T07:00,7.4,5.2,281.0,16.5,5.1
2023-08-22T08:00,8.6,6.0,292.0,17.7,5.5
2023-08-22T09:00,10.3,7.2,291.0,16.9,6.5
2023-08-22T10:00,10.0,7.0,285.0,15.2,7.7
2023-08-22T11:00,9.8,6.9,277.0,13.1,8.3
2023-08-22T12:00,10.2,7.1,266.0,10.5,7.6
2023-08-22T13:00,9.9,6.9,254.0,7.7,6.1
2023-08-22T14:00,9.8,6.8,245.0,5.7,5.0
2023-08-22T15:00,9.8,6.8,239.0,4.5,4.4
2023-08-22T16:00,9.5,6.6,237.0,4.2,4.1
2023-08-22T17:00,9.7,6.8,249.0,6.4,4.1
2023-08-22T18:00,10.2,7.1,287.0,13.2,4.5
2023-08-22T19:00,10.9,7.6,339.0,22.4,5.1
2023-08-22T20:00,14.5,10.1,378.0,29.4,5.7
2023-08-22T21:00,17.9,12.5,393.0,32.6,6.1
2023-08-22T22:00,17.3,12.1,395.0,33.5,6.3
2023-08-22T23:00,14.6,10.2,386.0,32.3,6.3
